codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,nivel,sector,area,status,modalidad,jornada,plan,departamental
07-04-2766-46,07-006,Solola,Santa Lucia Utatlan,Escuela Normal Infantil Bilingue Adscrita A La Normal Regional De Occidente Enro,Finca Molino San Pedro, 7823-4597,Lester Francisco Puac Cochoy,Mario Anselmo Tuj Chocoy,Diversificado,Oficial,Rural,Abierta,Bilingue,Doble,Diario(Regular),Sololá
07-04-3030-46,07-006,Solola,Santa Lucia Utatlan,Colegio Privado Dr. Jorge Romero Imery,"Barrio ""El Rosario""", 7722-1518,Lester Francisco Puac Cochoy,Marcos Josué Aquino Noriega,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-04-3085-46,07-006,Solola,Santa Lucia Utatlan,Colegio Q Umarkaj,"Paraje Cruz B, Cantón Pahaj", 4101-1018,Lester Francisco Puac Cochoy,Allan Magdiel Godoy Vásquez,Diversificado,Privado,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-05-0053-46,07-007,Solola,Nahuala,Instituto Nacional De Educacion Diversificada,1Ra. Avenida A-062 Zona 3, 3069-4648,David Fernando Paz Lopez,Daniel Tzep Chavez,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-05-0204-46,07-007,Solola,Nahuala,"Instituto Comunitario De Ciencias Comerciales ""El Altiplano""",Caserío Chuanahualá, 5280-3917,David Fernando Paz Lopez,Diego Victor Jaminez Tum,Diversificado,Privado,Rural,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-05-0208-46,07-007,Solola,Nahuala,Instituto De Educación Diversificada Por Cooperativa De Enseñanza,Aldea Pachutiquim, 5044-9399,David Fernando Paz Lopez,Diego Bernardo Ixmatá Tziquín,Diversificado,Cooperativa,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-05-0210-46,07-007,Solola,Nahuala,"Instituto Mixto De Educación Diversificada Por Cooperativa ""Maya Na Oj""",Cantón Chiquix, 3006-2219,David Fernando Paz Lopez,Felipe Tambriz Tambriz,Diversificado,Cooperativa,Rural,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-05-0271-46,07-009,Solola,Nahuala,"Centro Educativo ""Santiago De La Asunción"" Fe Y Alegría No. 51",Carretera Principal Entrada A La Aldea Xejuyup, 3033-1256,Manuel Chovón Guachiac,Miguel Sac Chox,Diversificado,Privado,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-05-2019-46,07-007,Solola,Nahuala,Instituto Mixto Oxlajuj No'J,Caserío Chuanahualá, 5331-5919,David Fernando Paz Lopez,Manuel Esquipulas Tzoc Ixmatá,Diversificado,Privado,Urbana,Abierta,Bilingue,Vespertina,Diario(Regular),Sololá
07-05-2022-46,07-007,Solola,Nahuala,Instituto Comunitario De Ciencias Comerciales El Altiplano,Nahuala, 5280-3917,David Fernando Paz Lopez,Diego Victor Jaminez Tum,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-06-0036-46,07-008,Solola,Santa Catarina Ixtahuacan,Instituto Nacional De Educación Diversificada,Barrio El Calvario, 4887-3442,Maximiliano López Cristobal,Irma Yanet Tambriz Chox,Diversificado,Oficial,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-06-0084-46,07-008,Solola,Santa Catarina Ixtahuacan,"Escuela Nacional De Ciencias Comerciales ""Dr. Juan José Arévalo Bermejo""",Aldea Chirijox, 3323-9433,Maximiliano López Cristobal,Patricia Tambriz Y Tambriz,Diversificado,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-06-0098-46,07-018,Solola,Santa Catarina Ixtahuacan,"Instituto Nacional De Educación Diversificada ""Don Pascual Tambriz Tzep""",Aldea La Ceiba, 5718-1585,Idelfonso Jerónimo Ambrocio Tambriz,Justo Eliseo Quivajá Chuc,Diversificado,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-06-0099-46,07-031,Solola,Santa Catarina Ixtahuacan,Instituto Diversificado Normal Mixto Por Cooperativa K'Ak Aq'Ab'Al,Antigua Santa Catarina Ixtahuacan, 4174-5441,Juan Roberto Ajpacajá Guachiac,Juan Roberto Ajpacajá Guachiac,Diversificado,Cooperativa,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-06-0101-46,07-018,Solola,Santa Catarina Ixtahuacan,"Instituto Nacional De Educación Diversificada ""Don Pascual Tambriz Tzep""",Aldea La Ceiba, 5718-1585,Idelfonso Jerónimo Ambrocio Tambriz,Justo Eliseo Quivajá Chuc,Diversificado,Oficial,Rural,Abierta,Bilingue,Vespertina,Diario(Regular),Sololá
07-06-0146-46,07-009,Solola,Santa Catarina Ixtahuacan,"Centro Educativo ""Ri Utzil Fe Y Alegría"" No. 42",Caserio Pasaquijuyup, 3032-8268,Manuel Chovón Guachiac,Manuel Guarchaj Tzaput,Diversificado,Privado,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-06-0584-46,07-008,Solola,Santa Catarina Ixtahuacan,"Instituto Comunitario ""Paraiso Maya""",Barrio Calvario, 3065-2376,Maximiliano López Cristobal,Francisco Cecilio Ajpacaja,Diversificado,Privado,Urbana,Abierta,Bilingue,Vespertina,Diario(Regular),Sololá
07-07-0013-46,07-016,Solola,Santa Clara La Laguna,Instituto Nacional De Educación Diversificada,Escuela Oficial Urbana Mixta No. 2, 5428-5944,Enrique Rafael Chiyal Tó,Mario Samuel Cotuc Cumes,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-07-0018-46,07-016,Solola,Santa Clara La Laguna,Centro Educativo Comunitario (Cedcom),"2A, Avenida 6-24 Zona 1", 7927-2004,Enrique Rafael Chiyal Tó,Francisco Roberto Ramírez Ixmatá,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-07-0022-46,07-016,Solola,Santa Clara La Laguna,Centro Educativo De Formacion Integral Santa Clara -Cefisac-,Barrio San Antonio, 5118-3129,Enrique Rafael Chiyal Tó,Juan Sac Tuj,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Sololá
07-09-0010-46,07-017,Solola,San Andres Semetabaj,Ined Instituto Nacional De Educación Diversificada,Barrio El Centro, 5695-6354,José Marvin Velásquez Cululén,Reinaldo Pedro Miguel Tacán Xambá,Diversificado,Oficial,Urbana,Abierta,Bilingue,Vespertina,Diario(Regular),Sololá
07-09-0023-46,07-017,Solola,San Andres Semetabaj,Instituto Mixto De Educación Diversificada Por Cooperativa,Aldea Godínez, 5324-3719,José Marvin Velásquez Cululén,Faviola Candida Motta De León,Diversificado,Cooperativa,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-09-0570-46,07-017,Solola,San Andres Semetabaj,"Instituto Indigena ""Nuestra Señora Del Socorro""",Barrio El Centro, 7722-1822,José Marvin Velásquez Cululén,Nely Melina López Raxtún,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Sololá
07-10-0001-46,07-011,Solola,Panajachel,"Liceo Evangélico ""Eben-Ezer""",0 Calle 0-22 Zona 1, 7762-1715,Porfirio Geremias Par Chavajay,Mildred Rebeca Hernández Chávez,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-10-0007-46,07-011,Solola,Panajachel,Instituto Nacional De Educación Diversificada,0 Avenida 3-03 Zona 4, 7762-1417,Porfirio Geremias Par Chavajay,Nancy Gabriela Yoxón Cúmes,Diversificado,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-10-0031-46,07-011,Solola,Panajachel,Colegio Privado Techniciencia Del Lago,Calle Principal 0-72 Zona 2, 7762-0035,Porfirio Geremias Par Chavajay,Olga Yesenia Rosales Ordóñez,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Sololá
07-10-0032-46,07-011,Solola,Panajachel,"Liceo Evangélico ""Eben-Ezer""",0 Calle 0-22 Zona 1, 7762-2043,Porfirio Geremias Par Chavajay,Mildred Rebeca Hernández Chávez,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Sololá
07-10-0037-46,07-011,Solola,Panajachel,Panajachel Colegio Internacional,2Da. Avenida (Vp) 4-33 Zona 1, 3617-9676,Porfirio Geremias Par Chavajay,Abner Isaías Samines Queché,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-10-0038-46,07-011,Solola,Panajachel,Colegio Mixto Liceo Panajachel,"Calle Principal Frente Al Parque Municipal, Zona 01", 5569-3589,Porfirio Geremias Par Chavajay,Juana Xon Xon,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Sololá
07-10-0041-46,07-011,Solola,Panajachel,Instituto Nacional De Educación Diversificada,0 Avenida 3-03 Zona 4, 7762-1417,Porfirio Geremias Par Chavajay,Nancy Gabriela Yoxón Cúmes,Diversificado,Oficial,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Sololá
07-10-0043-46,07-011,Solola,Panajachel,Colegio Por Madurez Tijax,Calle Principal Zona 1, 5569-3589,Porfirio Geremias Par Chavajay,Juana Xon Xon,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Un Día A La Semana),Sololá
07-10-0047-46,07-011,Solola,Panajachel,Instituto Nacional De Educación Diversificada,Aldea Patanatic, 7762-0672,Porfirio Geremias Par Chavajay,Mario Eduardo Churunel Pérez,Diversificado,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-10-0048-46,07-011,Solola,Panajachel,Instituto Nacional De Educación Diversificada,Sector Jucanya, 7762-0672,Porfirio Geremias Par Chavajay,Josefina Arely Avendaño Mijangos,Diversificado,Oficial,Rural,Abierta,Monolingue,Nocturna,Diario(Regular),Sololá
07-10-0701-46,07-011,Solola,Panajachel,Colegio San Francisco,2A. Avenida (V.P.) 1-43 Zona 1, 7762-6164,Porfirio Geremias Par Chavajay,Diego Francisco Cosme Recinos,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-10-2418-46,07-011,Solola,Panajachel,"Liceo Urrutia Ceep, Centro Educativo Experimental Y Profesional",1A. Calle 0-45 Zona 1, 4052-7345,Porfirio Geremias Par Chavajay,Elena Patricia Orellana Urrutia,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-10-2419-46,07-011,Solola,Panajachel,"Liceo Urrutia Ceep, Centro Educativo Experimental Y Profesional",1A. Calle 0-45 Zona 1, 4052-7345,Porfirio Geremias Par Chavajay,Elena Patricia Orellana Urrutia,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-10-2484-46,07-011,Solola,Panajachel,Colegio Privado Techniciencia Del Lago,Calle Principal 0-72 Zona 2, 7762-0035,Porfirio Geremias Par Chavajay,Olga Yesenia Rosales Ordóñez,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-10-3038-46,07-011,Solola,Panajachel,Colegio Mixto Juan Pablo Ii,Calle De Los Arboles, 7762-0346,Porfirio Geremias Par Chavajay,Lucía Eugenia Xon Corado,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-10-3075-46,07-011,Solola,Panajachel,Colegio Academia Multicultural Atitlan,1A. Avenida 0-68 Zona 2, 7762-0490,Porfirio Geremias Par Chavajay,Lucía Eugenia Xon Corado,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-12-0007-46,07-023,Solola,San Antonio Palopo,Instituto Nacional De Educación Diversificada -Ined-,Aldea Agua Escondida, 3186-9860,Edwin Wilfredo Ajcalón Yaxón,Alex Nehemías Sacuj Morales,Diversificado,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-13-0016-46,07-030,Solola,San Lucas Toliman,Instituto Nacional De Educación Diversificada,Avenida Pavarotti Final, 5018-1471,Abraham Alberto Cosigua Mejia,Jorge Humberto Véliz Navichoc,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-13-0027-46,07-030,Solola,San Lucas Toliman,Centro De Estudios Avanzados,3Av. 5-75 Zona 1 Calzada La Paz, 4512-5453,Abraham Alberto Cosigua Mejia,Esteban Santiago Garcia,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-13-0028-46,07-030,Solola,San Lucas Toliman,Centro De Estudios Avanzados,3Av. 5-75 Zona 1 Calzada La Paz, 4512-5453,Abraham Alberto Cosigua Mejia,Esteban Santiago Garcia,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-13-0029-46,07-030,Solola,San Lucas Toliman,Centro De Estudios Avanzados,3Av. 5-75 Zona 1 Calzada La Paz, 4512-5453,Abraham Alberto Cosigua Mejia,Esteban Santiago Garcia,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Sololá
07-13-0037-46,07-030,Solola,San Lucas Toliman,Centro Educativo Santo Domingo,5Ta. Calle 6-79 Zona 1, 7722-0266,Abraham Alberto Cosigua Mejia,Jorge Humberto Véliz Navichoc,Diversificado,Privado,Urbana,Abierta,Monolingue,Nocturna,Diario(Regular),Sololá
07-13-0038-46,07-030,Solola,San Lucas Toliman,Centro Educativo Santo Domingo,5Ta. Calle 6-79 Zona 1, 7722-0266,Abraham Alberto Cosigua Mejia,Jorge Humberto Véliz Navichoc,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-13-0046-46,07-030,Solola,San Lucas Toliman,Instituto Mixto De Educación Diversificada Por Cooperativa,Parcelamiento Pampojilá, 5890-0781,Abraham Alberto Cosigua Mejia,Gerardo Morales Cuj,Diversificado,Cooperativa,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-13-0331-46,07-030,Solola,San Lucas Toliman,"Escuela Nacional De Ciencias Comerciales ""Carlota Raphael De Diaz""",5A. Calle 5-65 Zona 1, 7722-0200,Abraham Alberto Cosigua Mejia,María Francisca Julajuj Mejía,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-13-2708-46,07-030,Solola,San Lucas Toliman,"Colegio ""Integral Toliman""",1A. Y 2A. Calle De La 7A Avenida 1-71 Zona 1, 7793-0645,Abraham Alberto Cosigua Mejia,Cruz Mendoza Yaxón,Diversificado,Privado,Urbana,Abierta,Bilingue,Vespertina,Diario(Regular),Sololá
07-13-2869-46,07-030,Solola,San Lucas Toliman,Centro Educativo Santo Domingo,5Ta. Calle 6-79 Zona 1, 7722-0266,Abraham Alberto Cosigua Mejia,Jorge Humberto Véliz Navichoc,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Sololá
07-15-0005-46,07-021,Solola,San Pablo La Laguna,Instituto Nacional De Educacion Diversificada,2Da. Avenida 4-60 Zona 2, 3531-0445,Ada Lorena Hernández Aguilar,Fredy Romeo Leja Culum,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-15-0012-46,07-021,Solola,San Pablo La Laguna,Centro Educativo Comunitario De Formación Integral San Pablo,3Ra Avenida 1-68 Zona 1, 5266-5797,Ada Lorena Hernández Aguilar,Pedro Culum Ixcaya,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Sololá
07-17-0012-46,07-028,Solola,San Juan La Laguna,Instituto Nacional De Educación Diversificada,0 Calle A Cantón Xe Kaqasiiwaan Zona 1, 5412-0573,Ana Florinda Dionisio Yac,Francisco Javier Ujpán Hernández,Diversificado,Oficial,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-17-0027-46,07-028,Solola,San Juan La Laguna,Liceo Sistematico Integral -Lisi-,Cantón Chi Nimaya, 4736-3428,Ana Florinda Dionisio Yac,Pedro Santiago Cuc Cholotío,Diversificado,Privado,Rural,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-17-0028-46,07-028,Solola,San Juan La Laguna,Instituto Nacional De Educación Diversificada,0 Calle A Canton Xe Kaqasiiwaan Zona 1, 5412-0573,Ana Florinda Dionisio Yac,Francisco Javier Ujpán Hernández,Diversificado,Oficial,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Sololá
07-17-2619-46,07-028,Solola,San Juan La Laguna,"Centro Educativo Integral Maya Tz'Utujil ""Oscar Azmitia""",Cantón Panoxti, 5832-4172,Ana Florinda Dionisio Yac,Cristóbal Ermitaño Cholotío Vásquez,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-18-0008-46,07-013,Solola,San Pedro La Laguna,Instituto Nacional De Educación Diversificada,4A. Avenida D 5-35 Zona 2 Cantón Chuacanté, 5484-4813,Manuel Eduardo Cholotio Coche,José María Gonzalez Rocché,Diversificado,Oficial,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-18-0017-46,07-013,Solola,San Pedro La Laguna,Colegio Evangelico Bilingue Holandes,San Pedro La Laguna, 5960-1419,Manuel Eduardo Cholotio Coche,Erwin Daniel Ujpán Ujpán,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-18-0022-46,07-013,Solola,San Pedro La Laguna,Colegio De Formación Tecnológica,7A. Avenida 2-20 Zona 2, 7721-8193,Manuel Eduardo Cholotio Coche,Onelia Evarista Pop Pérez,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Virtual A Distancia,Sololá
07-18-0026-46,07-013,Solola,San Pedro La Laguna,"Colegio Privado Evangélico ""Bethel""","6A. Avenida ""A"" 4-44 Zona 2", 4740-2226,Manuel Eduardo Cholotio Coche,Esdras Samuel Mejia Quejú,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-18-0027-46,07-013,Solola,San Pedro La Laguna,"Colegio Privado Evangélico ""Bethel""","6A. Avenida ""A"" 4-44, Zona 2", 4740-2226,Manuel Eduardo Cholotio Coche,Esdras Samuel Mejia Quejú,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Sololá
07-18-0028-46,07-013,Solola,San Pedro La Laguna,Tecnológico Bethel,"6Ta. Avenida 4-45, Zona 2", 4740-2226,Manuel Eduardo Cholotio Coche,Esdras Samuel Mejia Quejú,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-18-1992-46,07-013,Solola,San Pedro La Laguna,Centro Educativo Comunitario Tz'Utujil,6A. Avenida 6-39 Zona 3 Cantón Chuasanahi, 4220-7299,Manuel Eduardo Cholotio Coche,José María Gonzalez Rocché,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-18-3112-46,07-013,Solola,San Pedro La Laguna,"Instituto Mixto De Educación Básica Y Diversificado Por Cooperativa ""Luisa Y Benjamín Paul""","6A. Avenida 6-39 Zona 3, Cantón Chuasanahí", 7721-8343,Manuel Eduardo Cholotio Coche,Hugo Diego Tuch Petzey,Diversificado,Cooperativa,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-19-0019-46,07-015,Solola,Santiago Atitlan,Instituto Nacional De Educación Diversificada,Canton Panul, 7721-7729,Juan Pop Chavajay,Santiago Sisay Sapalú,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-19-0032-46,07-015,Solola,Santiago Atitlan,"Instituto De Educación Diversificada Por Cooperativa Atitlan ""Ceduca""",Cantón Xechivoy, 7721-7024,Juan Pop Chavajay,Pedro Mendoza Ixbalán,Diversificado,Cooperativa,Urbana,Abierta,Bilingue,Vespertina,Diario(Regular),Sololá
07-19-0034-46,07-015,Solola,Santiago Atitlan,Liceo Cristiano Israelí,Cantón Tzanjuyú, 7721-7261,Juan Pop Chavajay,Pedro Sosof Quiejú,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-19-0051-46,07-015,Solola,Santiago Atitlan,Liceo Integral Santiaguito -Linsa-,Cantón Pachichaj, 7721-7550,Juan Pop Chavajay,Gaspar Reanda Pablo,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-19-0065-46,07-015,Solola,Santiago Atitlan,Escuela Normal Bilingüe Intercultural / Kitijob'Al Tijoonelaa' Tz'Utujilaa',Comunidad De Chukmuk, 5816-5683,Juan Pop Chavajay,José Miguel Pop Tziná,Diversificado,Oficial,Rural,Abierta,Monolingue,Matutina,Diario(Regular),Sololá
07-19-0103-46,07-027,Solola,Santiago Atitlan,Instituto Nacional De Educación Diversificada,"Canton Tzanchali, De La Aldea Cerro De Oro", 4335-6322,Natanael Morales Pacay,David Abraham Cotzal Barán,Diversificado,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Sololá
07-19-2765-46,07-015,Solola,Santiago Atitlan,Escuela Normal Bilingüe Intercultural / Kitijob'Al Tijoonelaa' Tz'Utujilaa',Comunidad De Chukmuk, 5816-5683,Juan Pop Chavajay,José Miguel Pop Tziná,Diversificado,Oficial,Rural,Abierta,Bilingue,Doble,Diario(Regular),Sololá
10-01-0078-46,10-019,Suchitepequez,Mazatenango,Colegio Privado Mixto Liceo Mazateco,6A. Avenida 2-21 Zona 1, 5715-4933,Reyna Del Rosario Chavez Barrow De Pacheco,Alba Patricia Cifuentes Diaz,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Suchitepéquez
10-01-0083-46,10-019,Suchitepequez,Mazatenango,Instituto Privado Mixto Tecnologico Del Suroccidente,Finca Chojoja, 7871-8369,Reyna Del Rosario Chavez Barrow De Pacheco,Lidia Elizabeth Jerez De León,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Suchitepéquez
10-01-0088-46,10-019,Suchitepequez,Mazatenango,Escuela Nacional De Ciencias Comerciales,Canton Santa Cristina Zona 2, 5502-3086,Reyna Del Rosario Chavez Barrow De Pacheco,Carlos Gustavo Flores Calderón,Diversificado,Oficial,Urbana,Abierta,Monolingue,Nocturna,Diario(Regular),Suchitepéquez
10-01-0095-46,10-018,Suchitepequez,Mazatenango,"Colegio Particular Mixto ""La Ilustracion""",3A Ave. 4-92 Zona 1, 4163-9696,Natali Xiomara Diaz Barrios De Figueroa,María Elena Rocha Navarro,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Suchitepéquez
10-01-0097-46,10-019,Suchitepequez,Mazatenango,"Colegio Privado Mixto ""Perpetuo Socorro""",1A Calle 3-39 Zona 1, 4161-4325,Reyna Del Rosario Chavez Barrow De Pacheco,Senaida Anavela Barrientos Caseros,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Suchitepéquez
10-01-0098-46,10-019,Suchitepequez,Mazatenango,Instituto De Computacion Informatica,"Colonia San Bartolome, 4A. Calle Final", 7867-9993,Reyna Del Rosario Chavez Barrow De Pacheco,José María Rodríguez Tomás,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Suchitepéquez
10-01-0106-46,10-018,Suchitepequez,Mazatenango,Colegio Latinoamericano Gospel,"12 Calle 4-45, Zona 1", 4719-1161,Natali Xiomara Diaz Barrios De Figueroa,Claudia Rosemary Figueroa Xicay,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Suchitepéquez
